feed_flow_m3_h,feed_temp_C,reflux_ratio_LD,reboiler_steam_t_h,top_pressure_bar_a,top_temp_C,bottoms_temp_C,purity_lab_pct_vv
12.42,83.12,3.16,3.05,1.188,78.48,103.29,95.53
11.86,86.83,3.59,1.82,1.16,78.27,101.97,94.42
12.48,87.89,3.03,2.78,1.192,78.27,103.09,94.74
11.44,83.35,3.23,2.15,1.156,78.17,102.43,95.16
11.63,84.19,2.26,3.11,1.17,78.31,102.13,94.48
13.35,87.66,3.44,3.06,1.208,78.72,103.24,94.93
11.5,85.04,2.82,1.95,1.143,78.01,101.42,94.34
11.58,84.71,3.55,2.68,1.193,78.48,103.26,95.32
11.83,87.05,3.27,1.56,1.148,78.1,101.92,93.81
11.39,86.34,2.37,2.88,1.16,78.08,101.99,94.33
12.71,88.36,3.61,2.14,1.185,78.27,102.42,94.53
13.04,87.66,3.6,1.82,1.151,78.15,102.37,94.15
11.58,84.63,3.13,2.13,1.152,78.01,102.1,94.81
10.96,85.64,3.05,1.85,1.131,77.83,101.71,94.41
12.7,85.77,2.81,2.33,1.154,78.11,102.0,94.6
12.67,82.91,3.13,1.87,1.16,78.15,101.74,94.87
12.49,83.75,3.17,1.88,1.149,78.15,102.31,94.72
12.69,88.05,3.76,1.93,1.176,78.39,102.78,94.26
11.48,82.4,2.38,1.99,1.128,77.68,101.11,94.41
11.9,88.1,3.11,2.3,1.173,78.21,102.61,94.16
11.17,86.54,3.26,1.7,1.147,78.17,102.22,93.95
11.15,85.6,2.86,2.5,1.157,78.15,102.39,94.87
12.59,87.09,3.11,2.04,1.17,78.03,102.08,94.24
11.6,86.96,2.38,2.64,1.153,78.15,101.82,94.34
13.37,88.58,3.1,2.35,1.169,78.24,102.38,94.42
12.04,85.02,3.35,2.34,1.17,78.36,102.64,94.88
11.62,85.4,3.45,2.02,1.169,78.23,102.64,94.76
12.48,85.36,2.72,3.14,1.177,78.49,102.63,95.16
13.08,90.06,3.13,3.22,1.176,78.6,102.96,94.32
12.29,87.99,2.3,3.16,1.168,78.29,102.33,94.08
11.27,83.87,2.29,2.85,1.161,78.13,102.18,94.63
12.22,85.17,3.13,1.72,1.15,78.08,101.14,94.19
12.83,84.35,2.68,2.36,1.151,78.06,101.88,94.63
11.7,85.94,3.09,2.38,1.181,78.32,102.16,94.76
11.54,86.38,2.24,3.29,1.161,78.39,102.27,94.37
12.61,90.97,2.76,2.8,1.168,78.36,102.55,93.83
12.08,81.88,2.49,3.11,1.171,78.21,102.88,95.28
11.34,88.18,3.02,2.68,1.16,78.36,102.3,94.48
11.77,86.87,2.59,1.76,1.122,77.91,101.2,93.68
11.55,84.36,3.13,3.13,1.192,78.58,103.21,95.4
12.18,85.58,2.87,3.22,1.188,78.34,103.26,94.92
12.07,84.82,3.33,1.53,1.147,77.98,101.64,94.13
12.69,86.02,3.69,1.7,1.144,78.19,102.04,94.21
12.43,88.14,2.56,2.51,1.151,78.24,102.19,93.96
11.06,82.56,3.7,1.74,1.163,78.17,102.36,95.08
12.24,88.81,2.68,1.58,1.137,77.92,100.77,92.94
12.54,85.09,2.34,2.28,1.153,77.99,100.98,94.19
12.27,89.23,3.12,2.42,1.17,78.42,102.26,94.32
12.62,86.82,2.28,2.27,1.15,77.99,101.46,93.72
11.67,88.64,2.91,3.18,1.197,78.34,103.29,94.66
11.43,87.17,2.72,2.64,1.139,78.2,102.15,94.56
12.56,88.31,2.98,2.9,1.185,78.41,102.75,94.4
11.36,86.04,3.17,3.29,1.186,78.68,103.03,95.22
10.7,84.08,3.22,2.12,1.164,78.25,102.07,95.02
12.62,87.4,2.87,3.04,1.179,78.38,102.93,94.57
11.57,87.49,2.79,3.17,1.168,78.32,102.81,94.7
11.82,90.55,2.9,3.2,1.173,78.47,103.08,94.31
11.16,81.5,2.44,2.91,1.166,78.22,102.07,95.16
11.2,85.49,2.91,1.91,1.144,78.13,101.41,94.13
11.31,88.26,3.14,1.61,1.15,78.07,101.6,93.66
11.78,83.16,2.52,3.03,1.164,78.18,102.13,94.98
12.22,85.42,3.04,2.11,1.175,77.96,102.0,94.41
10.62,90.59,2.43,1.79,1.128,77.81,101.31,92.92
12.45,89.05,2.57,2.33,1.169,78.09,101.63,93.56
11.29,83.99,2.23,1.87,1.121,77.74,100.78,93.82
11.36,89.07,2.88,3.09,1.184,78.38,102.76,94.6
12.41,88.54,2.56,1.72,1.143,77.95,100.74,92.97
11.96,87.64,3.56,2.76,1.173,78.57,103.12,94.94
11.08,86.77,2.59,2.28,1.139,77.93,101.42,94.13
13.11,86.45,3.7,2.39,1.183,78.46,102.93,94.84
11.48,84.01,2.51,2.47,1.163,78.11,101.73,94.59
12.15,84.79,2.38,1.71,1.14,77.79,100.59,93.71
12.12,87.55,2.35,1.95,1.138,77.92,101.12,93.47
12.85,86.24,2.46,1.96,1.146,77.96,101.49,93.71
11.73,90.01,3.31,2.71,1.167,78.62,103.16,94.28
12.6,85.2,2.24,3.05,1.157,78.23,102.19,94.33
11.55,80.64,2.55,2.81,1.176,78.17,102.3,95.54
12.67,85.2,3.09,2.77,1.169,78.34,102.54,94.93
11.54,86.55,3.65,1.65,1.154,78.22,102.02,94.2
11.78,86.78,3.23,2.22,1.146,78.39,102.48,94.62
13.14,86.08,3.07,1.75,1.143,78.07,101.8,93.84
12.19,84.12,3.39,2.49,1.159,78.42,103.12,95.36
12.07,89.23,3.12,2.78,1.179,78.41,102.46,94.44
13.35,84.47,2.36,1.59,1.137,77.72,101.09,93.65
12.22,87.5,2.39,1.64,1.129,77.79,100.89,93.3
11.51,85.31,3.48,1.74,1.157,78.05,102.4,94.4
12.44,83.3,2.8,2.68,1.161,78.32,102.41,95.11
11.29,89.05,2.61,3.14,1.178,78.4,103.04,94.15
12.68,80.41,3.66,2.2,1.162,78.37,102.72,95.59
12.72,84.07,3.14,2.91,1.175,78.38,102.75,95.38
11.66,86.89,3.77,2.75,1.211,78.56,103.54,95.07
11.62,85.16,2.92,1.58,1.124,77.88,101.13,93.88
12.11,87.6,3.23,2.69,1.17,78.42,102.83,94.71
12.01,85.72,3.31,2.13,1.148,78.2,102.41,94.77
11.41,84.95,3.58,2.57,1.192,78.49,103.25,95.37
12.34,90.7,2.81,1.94,1.142,78.08,101.72,93.39
10.77,85.46,2.25,2.78,1.142,78.23,102.19,94.32
11.74,85.6,2.71,3.04,1.16,78.27,102.33,94.85
11.76,83.56,2.72,2.05,1.155,77.99,101.88,94.8
11.84,84.3,3.45,2.18,1.173,78.2,102.29,94.85
12.18,87.38,3.78,2.52,1.192,78.6,103.23,94.77
11.26,87.19,3.7,1.72,1.159,78.14,102.11,94.23
12.35,85.96,2.27,1.52,1.128,77.81,100.25,93.06
11.89,84.41,3.6,2.36,1.188,78.35,103.06,95.34
11.61,87.46,3.37,2.45,1.179,78.43,102.46,94.84
11.18,82.2,2.97,1.83,1.129,77.98,101.45,94.98
11.29,85.2,2.81,2.2,1.133,78.08,102.23,94.51
12.22,85.4,2.78,2.79,1.153,78.3,101.94,94.88
11.42,84.09,3.54,2.99,1.194,78.6,103.09,95.55
12.04,86.29,2.51,1.8,1.119,77.86,101.34,93.78
12.64,84.49,3.27,2.82,1.17,78.5,102.94,95.29
12.62,84.19,2.74,1.62,1.134,77.97,101.32,94.03
12.94,89.93,2.79,2.08,1.139,78.12,101.7,93.55
11.82,87.59,2.38,2.72,1.143,78.11,101.9,94.09
11.35,88.6,3.02,2.62,1.177,78.16,102.73,94.4
12.61,86.08,3.59,2.54,1.185,78.46,102.86,95.0
12.19,88.09,3.04,2.61,1.176,78.09,102.44,94.46
12.67,87.69,2.95,2.2,1.163,78.2,102.06,94.11
12.01,88.64,3.37,2.58,1.19,78.45,102.59,94.69
12.72,91.18,2.79,2.68,1.164,78.16,102.03,93.87
12.51,85.47,3.06,1.7,1.142,78.05,101.13,94.2
12.43,86.54,3.39,2.39,1.154,78.29,102.9,94.7
12.3,85.86,2.38,1.98,1.132,77.99,101.65,93.61
12.24,78.24,3.31,1.86,1.148,78.08,102.28,95.54
12.14,82.9,3.52,2.71,1.193,78.42,103.01,95.6
12.14,86.02,3.72,2.13,1.178,78.3,102.58,94.88
12.59,87.37,3.3,2.58,1.188,78.4,102.55,94.83
11.69,84.71,3.29,3.21,1.202,78.51,103.5,95.53
13.04,88.48,2.76,1.92,1.153,78.17,101.74,93.8
11.94,88.81,3.49,1.77,1.161,78.13,102.04,93.96
12.59,85.08,3.08,3.17,1.186,78.65,103.24,95.2
11.95,89.12,3.55,2.74,1.181,78.49,102.44,94.58
11.85,89.84,2.22,3.26,1.166,78.26,102.56,93.76
13.22,87.01,2.92,2.02,1.14,78.02,101.48,94.06
11.81,83.83,2.31,1.76,1.13,77.74,100.78,93.72
11.23,89.22,2.27,2.51,1.146,78.08,101.76,93.67
11.57,85.63,2.81,2.03,1.127,78.14,101.69,94.36
11.81,85.16,3.51,1.64,1.127,78.13,102.12,94.4
13.29,86.25,2.88,2.95,1.166,78.3,103.16,94.7
12.12,84.81,3.53,2.78,1.18,78.53,102.69,95.46
12.56,88.35,3.04,1.79,1.142,77.97,101.23,93.77
11.4,87.71,2.83,2.81,1.181,78.11,103.0,94.53
12.21,88.68,3.45,2.6,1.172,78.44,103.09,94.53
12.4,87.28,3.64,2.52,1.168,78.32,102.89,94.74
13.08,84.25,2.47,1.76,1.134,77.8,100.95,93.72
11.58,85.65,3.78,2.03,1.18,78.34,102.66,94.95
12.36,87.93,2.92,2.26,1.171,78.12,102.31,94.08
12.18,85.1,3.56,1.52,1.141,78.07,101.77,94.2
11.39,92.42,2.99,2.33,1.156,78.32,102.19,93.62
11.99,85.47,2.36,2.3,1.139,78.07,101.19,94.09
11.84,84.71,3.6,1.59,1.168,78.25,102.34,94.29
10.6,88.53,2.6,2.59,1.163,78.19,102.22,94.15
12.36,87.65,3.07,2.87,1.176,78.42,102.78,94.78
12.32,85.94,2.75,1.72,1.143,78.06,100.92,93.89
11.74,85.49,2.79,2.99,1.169,78.32,102.75,94.92
11.2,86.94,2.9,2.21,1.151,78.16,102.19,94.25
12.89,87.84,3.45,2.55,1.176,78.43,103.5,94.51
12.16,87.68,2.42,2.18,1.136,78.0,101.93,93.94
12.61,85.34,3.65,1.55,1.151,78.18,101.89,94.06
12.85,86.95,3.42,2.06,1.165,78.24,102.22,94.29
11.69,87.86,3.4,1.8,1.156,78.2,101.76,94.16
12.49,87.68,3.25,3.05,1.2,78.46,103.4,94.69
11.86,79.21,2.31,3.22,1.175,78.34,102.34,95.56
11.96,84.04,2.37,1.52,1.12,77.65,100.79,93.58
11.95,84.29,3.52,2.42,1.154,78.47,102.92,95.27
12.0,85.49,2.26,2.68,1.136,78.17,101.96,94.34
12.67,86.39,3.01,3.29,1.181,78.52,103.09,94.82
12.07,88.03,3.04,2.97,1.174,78.39,103.28,94.54
11.91,87.36,3.38,1.99,1.146,78.2,102.16,94.32
11.83,85.72,3.4,2.03,1.157,78.26,101.97,94.66
12.2,86.05,2.87,1.64,1.138,77.81,101.29,93.8
11.46,89.87,2.42,2.4,1.141,77.97,101.75,93.65
11.7,84.65,3.54,2.93,1.188,78.64,103.47,95.38
11.97,86.67,2.45,2.48,1.149,78.07,102.06,93.97
11.66,89.44,2.69,1.87,1.132,77.85,101.67,93.49
11.93,86.76,2.79,2.72,1.157,78.1,103.02,94.58
11.63,81.5,3.68,1.68,1.156,78.15,102.13,95.09
13.2,86.82,2.67,2.85,1.168,78.14,102.77,94.68
12.8,85.15,3.0,2.2,1.145,78.16,101.41,94.65
12.27,85.75,3.48,1.53,1.129,78.07,102.26,94.07
11.97,88.31,3.71,1.99,1.158,78.44,102.55,94.22
13.31,87.03,3.55,3.0,1.196,78.5,103.87,95.1
12.19,85.42,3.54,2.61,1.165,78.51,103.03,95.21
11.95,87.96,3.24,1.59,1.153,77.93,101.74,93.68
12.18,86.96,2.88,2.63,1.159,78.19,102.59,94.68
12.18,86.23,2.64,2.73,1.162,78.21,102.15,94.44
12.85,86.66,3.08,2.7,1.164,78.29,102.58,94.82
11.99,86.56,3.57,2.1,1.172,78.44,101.81,94.7
13.26,85.25,3.2,1.59,1.144,78.0,101.71,94.16
11.47,84.99,3.48,2.97,1.192,78.5,103.39,95.22
12.42,86.06,3.3,2.74,1.159,78.61,102.94,95.01
11.4,83.9,3.1,2.09,1.161,78.08,102.34,95.09
13.09,83.23,3.48,1.74,1.138,78.11,102.11,94.64
11.8,88.86,3.13,1.69,1.141,78.01,101.68,93.57
11.97,85.47,3.39,2.4,1.176,78.28,102.23,95.17
12.55,85.95,3.21,1.81,1.148,78.13,101.87,94.49
12.75,85.7,2.87,2.69,1.17,78.37,102.42,94.79
11.33,86.05,2.91,2.8,1.171,78.23,102.91,94.8
11.79,86.05,2.34,2.14,1.138,77.9,101.2,93.85
11.16,86.14,2.37,2.83,1.15,78.15,101.85,94.34
12.08,84.23,2.83,2.85,1.179,78.22,102.58,95.0
11.94,88.05,3.41,1.57,1.159,77.96,102.22,93.61
11.79,84.48,3.19,2.95,1.176,78.44,102.91,95.34
11.59,88.28,3.66,1.66,1.148,78.1,102.45,93.91
11.77,81.78,2.35,2.3,1.144,78.01,101.48,94.78
11.55,83.66,3.4,1.7,1.144,78.17,101.4,94.61
12.32,88.18,3.8,2.78,1.193,78.61,103.7,94.76
12.91,85.67,2.22,2.84,1.162,78.16,102.6,94.26
10.84,84.52,2.89,1.82,1.148,77.92,101.63,94.39
11.93,86.83,3.26,2.79,1.192,78.39,102.74,94.86
11.75,83.7,3.19,1.96,1.158,78.16,101.93,94.78
12.3,86.17,2.49,1.61,1.116,77.84,100.65,93.43
11.43,81.13,2.47,2.15,1.133,77.97,102.19,94.87
11.91,85.0,2.74,1.63,1.138,77.92,101.29,93.85
11.38,84.57,3.55,1.84,1.177,78.18,101.62,94.78
12.42,87.19,2.33,1.88,1.126,77.75,101.22,93.51
12.06,87.93,2.91,2.62,1.156,78.29,102.57,94.42
11.9,84.12,2.33,1.77,1.14,77.77,100.64,93.79
12.22,89.54,2.24,2.22,1.136,77.8,101.16,93.17
11.85,84.7,2.55,2.67,1.164,78.24,102.13,94.69
11.07,81.48,2.87,2.15,1.161,78.13,102.31,95.23
12.36,80.76,3.41,2.51,1.165,78.44,102.71,95.89
12.17,89.39,3.2,1.99,1.151,78.1,101.83,93.93
11.91,85.81,3.7,2.68,1.181,78.65,103.58,95.2
12.59,84.58,3.21,2.87,1.184,78.48,102.89,95.18
12.73,84.35,3.66,1.82,1.167,78.3,102.04,94.7
11.34,83.6,2.62,3.25,1.171,78.35,102.86,95.05
11.53,88.97,3.28,3.1,1.193,78.52,103.59,94.72
12.93,85.82,2.73,3.28,1.162,78.54,103.07,94.82
12.85,89.94,2.89,2.95,1.177,78.37,102.72,94.12
11.56,85.56,3.66,2.43,1.181,78.43,103.36,95.15
11.29,80.83,2.87,2.4,1.157,78.3,102.51,95.45
11.62,87.86,2.41,1.63,1.111,77.87,100.41,93.16
11.7,85.19,3.71,2.67,1.185,78.55,103.05,95.27
11.05,85.48,2.33,2.56,1.139,78.22,101.58,94.38
12.02,89.45,2.6,3.01,1.182,78.19,102.54,94.26
11.23,85.42,2.77,1.53,1.128,77.85,101.12,93.73
11.27,88.56,2.36,2.02,1.133,77.86,101.2,93.53
12.55,85.99,3.44,2.33,1.169,78.45,102.69,94.79
11.59,84.35,2.49,2.12,1.145,78.09,101.56,94.3
11.96,87.12,2.66,2.77,1.163,78.21,102.05,94.27
12.38,84.68,3.44,2.82,1.189,78.51,102.68,95.32
12.49,88.7,3.27,2.85,1.171,78.53,103.16,94.51
11.8,88.11,3.68,1.97,1.176,78.32,102.81,94.33
12.03,86.14,2.65,3.27,1.172,78.43,102.98,94.54
11.5,87.34,3.61,2.7,1.191,78.58,103.15,94.88
13.05,87.24,3.47,2.66,1.182,78.6,103.21,94.84
12.39,85.39,2.69,2.52,1.167,78.18,102.04,94.66
11.34,87.97,2.59,1.68,1.13,77.77,100.73,93.19
12.0,85.5,2.74,2.96,1.156,78.33,102.58,94.81
12.43,87.36,2.42,1.58,1.113,77.77,100.97,93.34
12.29,83.91,2.58,2.91,1.163,78.24,102.54,95.0
13.1,86.22,3.61,1.99,1.178,78.32,102.63,94.57
12.82,86.92,3.74,2.36,1.174,78.49,102.88,94.54
11.68,84.27,3.3,2.7,1.177,78.49,103.09,95.23
11.95,85.09,2.91,3.01,1.188,78.44,103.27,95.12
11.23,84.83,3.64,2.35,1.17,78.42,102.81,95.21
12.15,87.61,2.68,3.19,1.178,78.32,102.75,94.56
12.09,84.42,3.32,2.15,1.165,78.21,102.65,95.03
13.62,86.97,2.46,2.21,1.137,77.93,101.56,93.88
12.06,89.36,2.91,2.96,1.177,78.41,102.56,94.44
10.74,86.79,3.32,2.42,1.179,78.32,102.55,94.65
11.6,82.46,3.65,2.55,1.191,78.47,103.47,95.93
12.07,86.29,3.58,1.62,1.15,78.17,102.09,94.07
11.25,88.3,2.33,3.05,1.19,78.22,102.83,93.99
11.48,85.38,3.38,1.97,1.161,78.27,102.35,94.8
11.78,88.45,2.39,1.63,1.122,77.86,100.86,93.04
12.21,87.37,2.71,3.09,1.166,78.3,103.07,94.65
11.9,86.94,2.51,1.95,1.127,78.02,101.13,93.69
11.47,85.44,3.53,1.83,1.166,78.16,102.46,94.58
12.47,84.89,2.58,2.84,1.136,78.19,102.37,94.81
11.68,85.45,2.27,2.09,1.133,77.87,101.15,93.77
11.7,86.16,3.18,2.1,1.144,78.08,102.24,94.53
11.17,87.17,3.39,1.91,1.155,78.2,102.01,94.29
11.53,86.95,3.17,1.79,1.148,78.16,101.49,94.06
12.39,85.36,2.44,2.94,1.15,78.12,102.12,94.49
11.03,86.17,3.2,2.52,1.16,78.36,102.78,94.79
11.96,86.88,2.8,2.71,1.177,78.31,102.53,94.63
12.43,82.45,3.72,2.17,1.167,78.42,102.8,95.43
11.77,84.33,2.28,1.96,1.131,77.9,101.25,94.04
12.14,84.27,3.45,2.04,1.159,78.27,102.12,94.89
11.33,85.58,3.41,1.87,1.164,78.13,102.0,94.46
12.79,85.42,3.15,2.16,1.169,78.26,102.59,94.52
12.66,85.46,3.05,2.17,1.164,78.19,101.86,94.62
12.14,84.11,3.15,2.83,1.182,78.48,103.27,95.27
10.95,87.51,3.32,2.27,1.171,78.3,102.42,94.79
11.37,86.64,2.26,2.99,1.148,78.18,102.36,94.43
12.59,82.42,2.37,2.18,1.151,77.96,101.47,94.68
13.03,86.06,3.36,1.71,1.145,78.14,101.81,94.05
12.18,83.55,3.74,1.59,1.148,78.25,102.16,94.4
12.75,89.78,2.26,2.82,1.151,78.0,102.28,93.56
11.64,85.03,3.67,2.65,1.177,78.41,103.1,95.24
11.89,85.17,3.6,2.67,1.187,78.37,102.98,95.41
12.0,86.22,2.34,2.61,1.157,78.05,102.09,94.2
12.25,85.59,3.43,2.39,1.183,78.3,102.63,94.93
11.08,85.91,3.34,2.34,1.167,78.32,102.54,94.9
12.56,89.44,2.36,3.05,1.158,78.23,102.36,93.97
12.79,86.53,2.53,1.87,1.132,78.0,101.11,93.61
11.31,87.87,2.41,2.12,1.127,77.9,100.94,93.75
11.19,88.52,2.84,1.86,1.135,77.94,101.5,93.6
12.21,83.89,2.46,2.31,1.164,77.97,101.54,94.49
11.61,89.75,2.22,2.39,1.134,77.96,101.16,93.3
10.58,87.55,2.37,1.74,1.123,77.82,100.77,93.35
12.49,88.14,2.39,3.02,1.169,78.21,102.46,94.09
12.09,84.14,3.49,2.41,1.176,78.3,103.25,95.36
11.71,87.84,2.83,2.55,1.168,78.12,102.17,94.46
13.27,86.95,3.21,3.28,1.182,78.6,103.86,94.89
12.08,84.86,2.74,3.13,1.165,78.35,102.76,94.86
11.55,91.06,3.2,2.61,1.184,78.28,102.86,94.07
12.06,87.29,3.79,2.25,1.17,78.39,102.87,94.68
11.38,85.51,3.44,1.64,1.15,78.12,102.07,94.23
11.54,86.47,2.58,2.41,1.153,78.25,101.92,94.24
12.23,88.04,3.38,1.82,1.137,78.26,101.93,94.12
11.67,88.53,3.51,2.53,1.175,78.36,102.6,94.74
11.73,87.32,2.42,1.57,1.117,77.73,101.01,93.07
13.0,88.72,2.84,2.98,1.178,78.22,102.43,94.32
12.52,89.28,2.56,3.11,1.167,78.18,102.53,94.07
12.48,83.33,2.45,2.21,1.121,77.85,101.97,94.49
12.32,84.97,3.27,2.11,1.167,78.27,102.31,94.77
12.29,83.98,2.73,2.28,1.127,78.09,101.91,94.56
12.87,86.26,3.65,2.34,1.171,78.29,102.93,94.84
11.99,89.22,2.34,2.14,1.131,77.88,101.4,93.21
13.11,87.48,3.14,2.47,1.161,78.25,102.45,94.54
11.43,83.74,3.73,2.42,1.179,78.4,103.15,95.49
11.85,85.4,3.46,2.85,1.194,78.63,103.26,95.16
11.17,88.31,2.95,2.25,1.147,78.01,102.0,94.25
11.79,84.87,2.94,1.72,1.134,77.93,101.57,94.1
12.31,85.83,2.34,1.71,1.132,77.8,100.99,93.35
12.87,86.71,2.41,1.65,1.13,77.82,100.93,93.44
11.6,82.04,2.83,1.77,1.146,77.79,101.65,94.71
12.0,87.76,3.76,2.23,1.178,78.41,103.36,94.68
11.78,86.8,2.21,2.69,1.147,77.98,102.26,93.94
11.56,87.29,2.59,2.07,1.137,77.94,101.54,93.96
11.29,83.89,3.4,2.63,1.173,78.3,102.7,95.39
12.04,84.35,3.2,3.18,1.196,78.61,103.69,95.44
10.96,84.73,3.79,1.52,1.17,78.4,102.13,94.23
12.07,86.6,2.82,3.2,1.197,78.52,103.23,94.79
12.01,86.2,2.23,2.11,1.124,77.87,101.1,93.67
11.61,86.33,3.42,1.63,1.148,77.96,102.07,93.95
11.39,89.99,3.14,3.16,1.185,78.59,103.04,94.65
11.17,88.92,3.05,1.51,1.136,78.03,101.38,93.39
13.12,84.46,2.38,2.24,1.13,77.9,101.16,94.15
11.19,84.61,2.22,2.69,1.17,78.16,102.35,94.24
12.93,89.82,2.63,2.12,1.158,77.88,101.55,93.46
12.36,85.35,3.45,2.82,1.182,78.41,102.74,95.15
11.78,89.08,3.48,1.84,1.153,78.19,102.48,93.88
11.31,89.56,2.75,2.65,1.161,78.12,102.58,93.97
12.63,84.85,3.0,2.95,1.165,78.47,103.29,95.03
13.04,85.45,2.86,3.14,1.175,78.54,102.74,94.95
11.44,86.23,2.55,2.68,1.165,78.19,102.27,94.52
11.82,84.14,2.81,3.09,1.191,78.44,103.23,94.97
12.63,83.89,3.16,2.65,1.18,78.48,102.73,95.24
12.2,85.16,2.61,3.08,1.182,78.38,102.8,94.71
13.2,87.92,2.31,3.28,1.158,78.41,102.57,93.94
11.66,85.06,3.11,2.55,1.137,78.41,102.52,94.99
12.33,85.59,2.48,2.72,1.17,78.09,102.49,94.41
11.25,85.02,2.45,3.0,1.166,78.43,102.25,94.76
13.26,83.04,3.4,1.8,1.153,78.23,102.04,94.82
11.56,89.31,3.46,2.64,1.195,78.46,103.2,94.53
10.68,80.89,2.67,2.69,1.152,78.29,102.33,95.43
11.92,84.61,3.31,2.4,1.16,78.34,102.84,95.27
11.92,87.27,3.31,2.92,1.176,78.51,102.74,95.1
13.15,82.97,2.37,3.05,1.179,78.18,102.7,94.9
11.8,87.37,3.72,2.37,1.187,78.4,102.72,94.78
11.99,88.8,3.65,1.9,1.146,78.23,102.35,94.21
12.36,84.15,2.26,2.3,1.156,78.05,101.37,94.37
12.95,86.5,2.39,1.74,1.127,77.85,101.05,93.33
11.96,83.6,2.91,3.25,1.186,78.52,103.16,95.54
12.62,87.16,3.03,3.28,1.179,78.53,103.25,94.83
12.31,86.24,3.01,2.33,1.177,78.3,102.42,94.72
11.82,86.52,2.23,1.65,1.125,77.55,101.18,93.08
12.05,89.05,3.6,2.74,1.198,78.45,103.16,94.68
12.02,87.08,3.1,3.1,1.174,78.57,103.06,94.84
11.45,89.0,3.24,2.01,1.162,78.13,101.97,94.06
12.73,87.44,3.59,2.81,1.188,78.59,103.08,95.02
11.17,83.4,2.33,3.0,1.159,78.35,102.02,94.73
12.7,86.62,2.78,3.02,1.165,78.43,102.69,94.66
12.57,87.12,2.38,2.82,1.151,78.07,102.35,94.21
11.94,82.86,2.7,3.04,1.16,78.34,102.62,95.22
11.54,88.98,2.38,3.08,1.158,78.18,102.26,94.2
11.86,86.19,3.76,2.43,1.18,78.5,103.09,94.88
12.28,86.85,3.08,2.6,1.174,78.4,102.43,94.96
12.45,84.07,3.64,1.66,1.141,78.15,102.78,94.45
12.17,86.2,3.56,2.13,1.157,78.34,102.95,94.82
12.6,86.7,2.85,3.07,1.17,78.39,102.94,94.9
11.67,85.32,2.4,1.76,1.112,77.97,100.55,93.72
12.14,86.22,3.29,2.81,1.177,78.46,102.94,94.89
11.06,81.38,2.56,2.75,1.157,78.23,102.04,95.28
12.46,89.04,2.77,1.55,1.13,77.91,100.89,93.1
12.09,83.59,2.62,1.79,1.138,77.98,100.69,94.25
11.75,81.24,2.92,2.32,1.166,78.23,102.01,95.46
12.7,83.93,2.82,3.14,1.184,78.42,102.82,95.28
12.41,84.2,2.82,1.84,1.143,77.98,101.32,94.46
10.31,87.24,3.72,2.65,1.191,78.57,103.01,94.96
12.02,84.03,3.72,2.31,1.169,78.46,103.04,95.38
11.13,86.67,3.17,2.09,1.147,78.14,101.92,94.32
12.64,83.93,3.74,2.0,1.174,78.27,102.05,95.0
13.49,90.9,3.69,2.11,1.175,78.32,102.43,93.83
11.69,87.24,3.43,2.66,1.2,78.48,103.25,94.71
12.04,90.34,3.44,1.87,1.155,78.14,102.45,93.83
11.85,83.81,3.8,2.39,1.171,78.38,102.84,95.4
12.21,87.5,2.32,2.73,1.156,78.11,101.95,94.11
12.39,83.94,2.32,2.67,1.147,78.08,102.06,94.39
12.77,87.31,3.35,1.87,1.146,78.19,102.28,94.03
11.41,87.53,2.39,1.74,1.14,77.78,100.81,93.29
12.94,82.53,3.25,2.84,1.198,78.42,103.15,95.5
11.44,83.54,3.67,2.08,1.172,78.46,102.52,95.18
12.17,83.47,2.36,2.63,1.145,78.14,101.48,94.59
12.7,82.73,3.54,2.81,1.188,78.46,103.55,95.63
12.43,84.43,2.98,1.98,1.148,78.17,101.8,94.45
11.44,83.92,3.37,3.04,1.175,78.53,103.52,95.67
11.58,82.86,2.55,2.78,1.168,78.16,102.23,95.02
11.72,86.25,2.8,2.21,1.154,78.15,101.67,94.27
11.97,87.23,2.27,1.79,1.138,77.69,100.74,93.31
12.69,83.14,3.39,1.99,1.154,78.2,102.32,95.03
11.22,84.81,3.66,2.07,1.168,78.36,102.29,94.99
12.28,86.05,3.47,2.15,1.164,78.34,102.88,94.75
12.37,85.52,3.41,2.29,1.152,78.27,103.16,94.85
12.33,84.49,2.54,1.87,1.159,77.87,100.67,94.05
12.28,87.81,2.66,1.71,1.113,77.88,101.4,93.23
12.91,87.89,3.47,1.51,1.137,78.16,101.66,93.44
12.29,87.52,3.61,2.93,1.187,78.46,103.69,94.86
12.51,85.57,3.55,2.64,1.166,78.53,103.18,95.17
12.34,90.4,2.53,2.04,1.143,77.98,101.37,93.42
13.08,89.86,2.82,1.83,1.136,78.08,101.7,93.35
10.86,85.14,2.24,3.22,1.166,78.19,102.5,94.49
12.77,85.76,2.82,2.59,1.164,78.33,102.71,94.8
11.84,88.64,2.37,3.04,1.164,78.19,102.49,93.98
11.83,84.27,3.4,1.57,1.149,78.09,101.42,94.37
11.42,86.9,2.52,2.84,1.16,78.2,102.29,94.45
10.88,86.13,2.29,1.54,1.124,77.53,100.6,93.01
11.77,84.48,2.39,1.76,1.136,77.82,100.81,93.82
11.59,85.51,3.44,2.91,1.184,78.56,103.04,95.29
12.3,82.57,3.11,2.05,1.15,78.21,102.5,94.9
